text,label
RT @imason_inc: Search Governance in #SharePoint 2010 http://t.co/dPlbPQHO #microsoft,neutral
@apple why does #iPhone4 plus #iOS5 equal half the battery life?,negative
Had issues with #Siri reaching network today. Too many uses or my signal? @apple,negative
Developers: Let Microsoft Market Your App for Windows Phone http://t.co/QZUqhCxx #wp7 #wp7dev #windowsphone #Microsoft #Marketplace,neutral
"Zero-day exploits are low in number, but pose big threat, experts say: http://t.co/Tk7i6fw4 #Microsoft #ITsecurity",neutral
RT @chipfranklin: Raise your hand if your love America &amp; hate Trump 🖐,positive
Okay its officially a #sausagefest here @thursdays it really makes no sense based on the feedback from #google?? Moving on...,irrelevant
#Google Newest Texas Holdem Zynga Poker Hack Cheat Update 18 October 2011.flv: Download Hyperlink: ur... http://t.co/oEXPDnoT #wikileaks,irrelevant
Sabias que.... RT @MkDirecto Los usuarios del #iPad desayunan y cenan con la #tableta de @Apple: http://t.co/eYXCQQmK,irrelevant
I'm nowhere near to be a scientst but thks to Steve Balmer 4 declarng me a scientst. Been using #Android frm last 3yrs. #Microsoft #Google,neutral
Grattis #microsoft ! Jag måste alltså ta bort Helvetica om jag ska köra IE9 och/eller Outlook?,irrelevant
#Android #Google First Official Galaxy Nexus / Ice Cream Sandwich Promo Video With Feature Highlights... http://t.co/LtrC34VG #DhilipSiva,neutral
Nexus S รอกินไอศกรีมแซนวิช #google #android #ics,irrelevant
How to Create your own Google Maps http://t.co/yyNzSP8J #google #maps,neutral
"RT @FuckingShinez: #Twitter = #Dead ""this is why im never on it now""",negative
"7 Lessons Learned Running an SEO Agency: Posted by neilpatelThis post was originally in YOUmoz, and... http://t.co/AU0k5sWY #seo #google",irrelevant
"""@FaFa_RH: En #facebook o #twitter presumen lo que en persona no son!! =S que horroch""",irrelevant
"Android Beam: Compartilhamento de aplicativos, links, multimidia e contatos via NFC  #icecreamsandwich #galaxynexus #google #samsung",irrelevant
"@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv",negative
"New #iOS5 notification center is a big improvement, but @apple missed an easy trick by not making it fully available on lock screen.",neutral
"Infosys, has tied up with Microsoft to provide cloud-based offerings to clients... http://t.co/zwqwpdQ4 #cloud #infosys #microsoft #technews",neutral
Search Governance in #SharePoint 2010 http://t.co/xtqv4DW5 #microsoft,neutral
RT @TheFlatEartherr: Strange that all these fires on the West Coast suddenly stop at the Canadian border. Climate Change is such an intelli…,positive
ahahaa for the twitpic... the power of #google,neutral
RT @findingrays: Nengi deserves nothing less than top 2. I don’t even want to see nonsense in the next weeks. Y’all better vote. Use that r…,negative
I HATE #TWITTER,negative
"Samsung Galaxy Nexus - the new official Google smartphone with Android 4.0 ""Ice-Cream Sandwich"" http://t.co/S8hSL06q #Google #Android",neutral
I need to get off #twitter,negative
@apple - dette blir for dumt. http://t.co/zqKMkq91,irrelevant
Sounds tasty. :-P RT @mensacats: #Google Launches #Android Ice Cream Sandwich OS: http://t.co/Fj0BiiR8,positive
Tips for Reaching Out to Twitter's 50 Million Daily Users http://t.co/IF3IVLWN #twitter #mediagofer #socialmedia @SMsavvy @PRmate @KMiones,neutral
"@SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, social side. This scares gov.",positive
"The Ice Cream Sandwich presentation was very buggy, however 4.0 looks much more promising than expected.  #Android #GalaxyNexus #Google",neutral
"i like big glutus & i cannot lie
#GOOGLE",irrelevant
"@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless",negative
RT @cappiewest: I’d kill for a big bonfire in a pasture while we’re all in warm sweatshirts and just sitting around talking crap and drinki…,negative
"While the improvements in @Apple Mac OS 10.7 #Lion are great, the full-screen implementation on 2 monitors is broken.",neutral
#Microsoft #Outlook #2011 for #Mac #sucks… #hate,negative
"@Juanbatero1 puchis, apareciste en #twitter voss.... q onda...q congelada la q me estoy dando vos...",irrelevant
On Google+ then go here http://t.co/VS0UJozD #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral
Damn it @Apple!! Whatchu done to my phone??,negative
RT @Newsweek: The 30 Greenest Tech Companies in the World http://t.co/0xzsUR0K #GreenRankings #IBM #Intel #Cisco #Microsoft #Apple #Goog ...,neutral
#Fcbk empieza a agregar nuevas aplicaciones volviendose cada vez mas obsoleto y aburrido... #Twitter es mejor que #fcbk #hedicho #jum,irrelevant
"#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is ""A Pleasure"" To Read http://t.co/DJsp2G5B #DhilipSiva",positive
"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?",negative
Google Fr #Google #earth #pro: Avez-vous déjà essayé Google Earth Pro? Google Earth dispose… http://t.co/Ezqlmq4T,irrelevant
RT @inkiworld: Zo leuk om te zien dat #Microsoft #Apple dingen na maakt en er vernieuwend in denkt te zijn :P #AUGNL,irrelevant
Me voy a dormir... Goodnight #twitter,irrelevant
"Check out "" @Legiondachosen1 ft. Big Hit - My Life's A Movie (snippet) - Prod. by @LegiondaChosen1"" - http://t.co/XjTCc7j7 #Google Me!!",neutral
I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN,negative
"#Twitter: Rápido, contundente, y directo. 17 razones para usarlo http://t.co/m0NP3FCK @sam1meta #marketing #sm",irrelevant
Microsoft Stores giving away free Windows Phone devices with $499 spend http://t.co/YEVwfL4N #microsoft #windows,neutral
RT @PhallicDaddy: Trust in the Lord and do good; dwell in the land and enjoy safe pasture. https://t.co/o0RHkje9Oi,positive
#Smartsite prijsmodel voor #Microsoft #Azure cloud afgerond. Volgende week eerste site live in the cloud?,irrelevant
@alexbabb9 Alexthe_ASSholeBabb should be your new #Twitter name,neutral
http://t.co/18xg3ivo! #Google’s Ice Cream Sandwich Official http://t.co/7h5YdQCN #android #icecreamsandwich,neutral
"If #Microsoft earnings disappoint, blame consumer PC sales -  http://t.co/edXe0xBd via @cnet",neutral
Android 4.0 SDK now available #google #android http://t.co/TBtuewi1,neutral
RT @Swamy39: Deep State branch in Macao has ensured there will be no war between India and China if India will agree to the current ground…,negative
"SeNews : Ballmer: 70% Of The Time, Google & Bing Are The Same, So Try Bing! #Microsoft #Bing : http://t.co/6RmJ9Bgn",neutral
"RT @EasyMoneyST: A FIRE Method Man feature, FIRE beats from Havoc, Erick Sermon and DJ Premier. Remind you of a certain time? #FKTG",negative
@notleifgarrett @apple you'll be able to afford that mansion one day.,neutral
@tomcolontonio @apple #EPICFAIL,negative
"Los fabricantes de móviles y su integración con las redes sociales: Sony Ericson apunta a #Facebook, Apple a #Twitter y Samsung a #Google+",irrelevant
RT @kenbellezen: Vers 1e +grde accessibilité o dernier outil #IT. C la new orientation stratégique ke prend #Microsoft #Maroc http://t.c ...,irrelevant
"Nieuw partnership  #DigiProfs , #Microsoft en #IP-Randsteden voor #Office365 . 2000 Gratis intrductie cursussen ter beschikking.",irrelevant
"Comparing @Office #live with @google #apps and @apple #iCloud , I do not see #iCloud leading the crowd. Do you agree ?",negative
"Welp. RT @Tree @Apple you didn't fall too far from me, huh? RT @NikkiNotNiki Nia Long's mom is gorgeous..",irrelevant
"@themattgalloway When Miles goes to pasture, who’d want or even take this job?   Program is garbage!  AD needs to g… https://t.co/Ok8fTlN2EW",negative
Just realized Apple doesn't even have @Apple on lock. This dude R.J. Pittman waiting for thee fattest check.,neutral
Chrome Experiment - WebGL Bookcase - http://t.co/1GNsOwmu #Google,neutral
iPhone 4S First Weekend Sales Top Four Million: http://t.co/Dm4acTYv via @Apple themselves. Big sales for the new phone.,neutral
"@AleCP93 Hey broo graxiias por recordarme qe existe #Twitter jajajaja!!!
Teniia siglos de no usarlo jajaja!!! :)",irrelevant
Good night #Twitter and #TheLegionoftheFallen.  5:45am cimes awfully early!,neutral
"RT @shwetasinghkirt: Thanks for making campaign #FeedFood4SSR a success, feeling so grateful for all the support. Bhai must be so happy! 🙏🔱…",positive
"Ich glaube, ich habe mich gut auf die Prüfung morgen vorbereitet. #Microsoft #MCITP #HyperV",irrelevant
"This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds ""Newsstand"" #app",neutral
Logitech Revue Companion Box with Google TV and Keyboard Controller by #Logitech #Google #TVBox via #amazon http://t.co/NkPjGP3W,neutral
"And my favorite, ""is @danielltosh gay?"" #Google #autocomplete",neutral
@APPLE Wow @MOTOROLA Just crushed your dreams....,negative
"@jcmwright we are a going over to #Google right now, and we are in Maryland (#MICA). Catch up with us this week sometime #edu11",neutral
"From it's laughable file: #google will #encrypt #search results BUT only if U have ""logged in"" so they can maximize their #data #collection!",negative
Ballmer On Not Buying #Yahoo: “Sometimes You’re Lucky” http://t.co/7ButjnVO &gt; most interesting part = nascent #Microsoft cloud leadership,neutral
"RT @NWPinPDX: Rudy Giuliani is making an ass of himself on @MSNBC right now. Won’t answer questions, can’t quite keep both eyes open at onc…",negative
"@rohit_bmw Rohit, thanks for being part of my #google+ network!",neutral
what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles,negative
"Just got called to the disciplinary court for composing sonnets in the trash compacter on floor 389, definitely rebarbative.",negative
@cpmorris congrats on joining #twitter,neutral
Me tokó bolber a komprar la aplicacion de #twitter x q c abia trabado :S,irrelevant
Une seconde démo pour Sonic Generations !: Bien que Sonic Generations ne soit plus très loin... http://t.co/to7a2Eih #Microsoft #Xbox360,irrelevant
@bkad5161 than apologize to @apple ;),positive
"Check this video out -- Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/fiTI6ZIA 透過 @youtube #android #nexus #google",positive
GN #TWITTER,neutral
"These cos are worth billions: @Apple, @Facebook @Google & @Amazon and they are battling for consumers  http://t.co/4WxPCH9h via @fastcompany",neutral
Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich,neutral
@cloudnewsindia The War of #Email #Cloud Computing: #Google vs. #Microsoft http://t.co/zu9pSwSG,neutral
"@reddclay81 Well then!

P.S. Did you respond so fast because of @Apple 's #iOS5 ?",neutral
Y a peticion del amigo @jegrod cambie mi foto en #Twitter !! xD jajaja,irrelevant
Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall,negative
facial recognition failed #IceCreamSandwich jajajajajajaj #FacialUnlock #samsumg #Google,negative
"Isn't this a little too much?
http://t.co/ILWPs3f9 #xbox #microsoft #technology",neutral
"#Android #Google ICS Has Completely Revamped Your Contacts Into The ""People"" app http://t.co/QDoGji0U #DhilipSiva",neutral
"#Android #Google Texas Instruments: “It’s Not the Number of Cores, It’s Sophistication” http://t.co/aXDKhkb0 #DhilipSiva",neutral
"here comes facial recognition!  Face unlock 
#icecreamsandwich #googland #google #android #ics",neutral
Bob Harper: #BobHarper  #Bob #Harper http://t.co/hnAMTNzh #google #youtube,irrelevant
#uberSocial on #blackberry #crackberry is better than the actual #twitter site. It's wack on the iphone. #CoolStoryBro,neutral
New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/B1pr1kIX #VARs #phones,neutral
Android fanatlarinin gozu aydin olsun :) new Android 4.0 Ice Cream Sandwich cixdi :) #android #samsung #google,irrelevant
¡#twitter Tribune  está disponible! http://t.co/RBNiWUmI,irrelevant
"@fortunefunny We adopted one of the horses we were fostering. She was headed for slaughter, previous untreated leg… https://t.co/wa9DBqbL26",positive
"RT @TWICEYTData: TWICE Top 10 Songs on YouTube: 

#1. MORE &amp; MORE
#2. FANCY 
#3. Feel Special 
#4. What is Love? 
#5. LIKEY ⬆️
#6. TT 
#7.…",positive
Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/VtYbqI91,negative
#Microsoft expande su plataforma de datos con #SQLServer2012. Los clientes tendrás más flexibilidad y escalabilidad. http://t.co/kNRjOflf,irrelevant
"""@SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung""-I do!",positive
RT @NielsMoelard: Ik zoek een paar nieuwe collega's. Interesse? Kijk op onze site voor actuele #Microsoft #vacatures bit.ly/phUYrg RT =  ...,irrelevant
Mukesh Ambani: #MukeshAmbani  #Mukesh #Ambani http://t.co/uMBGXvQI #google #youtube,irrelevant
"#Tecnologia, sabias que #twitter genera 250 millones de publicaciones al día http://t.co/CA2dK0xH",irrelevant
#Twitter should have Emoticons,neutral
Brilhante a apresentação do Android ICS. O Google simplesmente abusou da tecnologia!!! Sambou na cara das agendas !!! #ICS #google #Android,irrelevant
"Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson.",positive
"#google Jeux d’été 2012 robes du soir 57e empire: Jeux d’été 2012 robes Empire robe de soirée, robe d... http://t.co/zMD42jJJ #wikileaks",irrelevant
RT @WesleyBackelant: Marketeer of the Year @ http://t.co/O07MOLI4 Please support @davidmerzel #microsoft,neutral
vou #fazer uma #montagem com minhas #fotos para colocar como #plano de fundo aki no #twitter!!!!!!!!!!!!,irrelevant
The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/4vGGHF43,neutral
#Adomani #Twitter,irrelevant
"Hé bien c'était cool d'attendre pour voir la conférence :-), j'ai envie du #nexus #prime de #google mnt, et jouer avec #ICM #android 4.0",irrelevant
Open Virtualization Format adopted by #VMware #Microsoft and #Citrix. How come no mention for open source leader #RedHat? #vmworld #SEC1802,neutral
@FATBOYFRESH87 Hey brotha I forgot you had a #twitter,neutral
Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.,negative
"When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail",negative
"RT @chucklesbts: ""lajimolala"" ""rrrrrap monster"" ""rock bison"" ""happy birthday bro"" bts literally have like 5 inside jokes but they never let…",positive
Samsung и Google представили новый смартфон Galaxy Nexus http://t.co/ou1aoGK6 #google #nexus #android,irrelevant
@Apple's Success is Also #Google's Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY,neutral
RT @itoHedz: #Twitter donde las peleas entre personas son mas comunes que frutas en un mercado.,irrelevant
Wyszukuj jak Anja Rubik (albo Colin Farrell) z #Microsoft http://t.co/1KHSfK8k,irrelevant
"#iPhone4S in #Space http://t.co/glOaXhLe via @youtube

#nasa @apple",neutral
"#Android #Google Official Galaxy Nexus Site Goes Live, Highlights Ice Cream Sandwich And Galaxy Nexus... http://t.co/4ijvupvq #DhilipSiva",neutral
not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help,negative
"@apple out of respect, I really do think  the Apple logo should be revised to the one you have no doubt seen… http://t.co/xNKwgxme",neutral
#MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz,neutral
RT @E2EVC: #Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/ ...,neutral
"#YahooAnswers #Google y #Wikipedia son parte del staff de Dios, lo sé.",irrelevant
@albertmal88 remember @apple is evil. #icloud entering the #dropbox market,negative
"@lorenbsas @telerinonline @VeroTurismo @elisafn @arielmun @matchpoint20 ah si! ya es hora, pero #Twitter me tienta tanto! me encanta!",irrelevant
"I, now more than ever, want to fucking disassociate. On the first day of my vacation too really cool, universe.",positive
WHAT!!!!!! #Google #Chrome syncs with your #Android device's bookmarks!?!?! NICE!,positive
#linux / #ubuntu - #Windows / #microsoft » http://t.co/TteunwMj !!Que gran diferencia!! -/,irrelevant
"Hey @apple , je sais que tu es encore un peu remué, mais tu pourrais ajouter le verbe avoir à ton dictionnaire ?",irrelevant
"#Google, #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/qtiCdIvd via @CNET #Android",neutral
Ok so my #EX girlfriend hacked my #TWITTER this should be funny,neutral
can't wait for @Spotify and @Apple to integrate with Siri.,neutral
Vou Dormir . Boa Noite Galera Do #Twitter E Do #Facebook,irrelevant
"God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)",positive
"Wie ist es #Apple gelungen, seinen größten Rivalen #Microsoft endgültig abzuhängen? Der @guardian erklärt's http://t.co/yE6lT3Bo (CvD)",irrelevant
Y asi cambie las cosas en el #facebook y en #twitter! =D,irrelevant
RT @iTweetTechNews: Famous wrestler Razor Ramon is trending on #Twitter.,neutral
RT @Yvandavid: RT @Yonopienso_: RT @Anyelius12: RT @Yonopienso_: RT @Yvandavid: Que lo mataron por #Twitter ya RT @Yonopienso_: ¿Que le  ...,irrelevant
"Extra care. ""@TheGoogleGeek: Google Encrypted Search for Logged-in Users http://t.co/jgwIs30e #google""",neutral
“@Simon_townsend: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT”,neutral
Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/2iJK0VB3,negative
Is #Google #Flight Search a threat to the OTA and #travel #Meta #Search #market in India? Check- http://t.co/RuhglJMt #News,neutral
iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.,negative
"#Microsoft #Werk Citrix-Microsoft Specialist - NB-Den Bosch, Zoek je een technisch uitdagende, high profile, groeipo... http://t.co/TsGcOIHX",irrelevant
#Occupy #Twitter...Let&#39;s make Twitter a Social Media not a just a Bulletin Board. Engage! Interact! Socialize!,neutral
why am i #rambling on #facebook i keep forgetting i have #twitter.. then remember and come back.. every 3 seconds.. -_- ... o_O,neutral
A diagramação das fotos está bem parecida com a do windows mango #icecreamsandwich #galaxynexus #google #samsung,irrelevant
#Microsoft shows 'touch screen' for any surface http://t.co/sNaPW5tl,neutral
#Android #Google Samsung Galaxy Nexus official hands-on [Video] http://t.co/6GX3R9MT #DhilipSiva,neutral
"Dear @motorola, I smell a lawsuit coming your way. cc: @apple #motoactv",neutral
#Microsoft tries to combine the #Xbox #WindowsPhone and #PC and all of them will share the same neat looking interface. http://t.co/J332zfpO,positive
picking up my #iPhone4S in two hours @Apple!,neutral
NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad,positive
"There has to be a Ijma (Consensus) for this to be determined which has not been done so far.

The problem comes wit… https://t.co/qKR5QKiVko",negative
@chachasikes @iphone @apple on the iphone4s???,irrelevant
Who the hell uses #twitter on a tv man. #panasonic #epicfail.,negative
Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY,positive
"Google, Samsung unveil Galaxy Nexus phone running Android 4.0 http://t.co/C4elM79o"" via:@appleinsider #tech #google #Dubai #beirut",neutral
RT @_waleedshahid: Californians on the frontlines of fires and the climate crisis have much less leverage in an Electoral College and Senat…,positive
US-Steuerbehörde leitet Untersuchung gegen #Google ein http://t.co/wfjxlKhe via @zdnet_de,irrelevant
The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple,positive
RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple),neutral
"RT @NeowinFeed: Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin",neutral
"@EgyDroid ""Android Beam هو نظام تبادل البيانات الخاص بأندرويد لتناقل البيانات عن طريق خاصية NFS"" very strong feature amazing #Google #Nexus",irrelevant
got the new @apple update,neutral
#Google's #Nexus really i wanna it now #Awesome,positive
"Where is my iPhone!?!?!?!
@apple",negative
RT @iPadPowerUsers On Google+ then go here http://t.co/1OGs2xA9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral
Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/DFFkvnSJ,negative
"@KateMc993 I'm basically rambling on, but it's likely that you might have perfect pitch if you prefer certain keys… https://t.co/247blejrOg",negative
#Android #Google Ice Cream Sandwich new features not mentioned during webcast http://t.co/m2UGgiev #DhilipSiva,neutral
RT @BuzzzIt: BuzZz...: Google Wallet Introduction Video http://t.co/Q00gYwQH #Google #Wallet,neutral
"RT @KumarSachi: Another Gem from #Microsoft - Curate your personal history with  ""Project Greenwich"".  Available later this month. http: ...",neutral
Apple + Microsoft...The Difference: How #Apple Eclipsed #Microsoft @PSFK: http://t.co/Rmi8oSMi #brand #brands #marketing #innovation,negative
"Уже 14 версия плагина #Android для #Eclipse вышла, а подгружать апдейты для sdk в фоне они так и не научились. #Google вперде!!!",irrelevant
"1,500 #followers on #Twitter and 2,500 #fans on #Facebook? Takeover imminent? #HellYeah. ALL SHIRTS JUST $15 til Monday!",neutral
#Google #Android os4.0発表会内容!! http://t.co/qseGK2Zy,irrelevant
#Skype is underwhelming: I use skype. It was recently bought by #Microsoft for  $8.5 billion. As such it has a v... http://t.co/Xli2bR42,negative
RT @JennyOrWuuut: I wishh #twitter would tell me who retweets my stuff.,neutral
Ballmer Feels Lucky Microsoft Didn't Buy Yahoo in 2008 http://t.co/MK8pv0TN #gdapps #ballmer #microsoft #yahoo,neutral
"RT @GospelJosiah: Dear young people, please don't let just anybody spend the night in your house. If they must, make sure you ask alot of q…",negative
Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT,positive
"Dear #Twitter, I fucking missed you today, &gt;&gt; internet was down :/",positive
RT @NilanjanaBhuya2: Well ladies of my society came up with this...I am so happy 😃💚..I am sure @itsSSR is smiling at us right from there✨.…,negative
#SIGSource Dawn Evans interviewing #Microsoft's Tim McBride in SIG's Inside Source exec video series. In a new role in financial operations,neutral
"Updating to IOS5 with my regular iphone4 just made it slower and messed up.. @apple give me a free 4S and we can call it even, thanks",negative
Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5KfqKfgo #microsoft,neutral
#Microsoft #Dynamics GP soon to offer 64-bit Hyper-V images only : http://t.co/82CFFcHZ,neutral
Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft,positive
RT @twandroid: Le clavier semble avoir peu bougé depuis Gingerbread #google #nexusprime,irrelevant
VolviiendoO Ah #Twitter .! haha Diios Les Bendiiga,irrelevant
Love how  @rogersbiz tell u they're not allowed to sell the 4s for $ more than @Apple but yet want $100 more for the 64G,irrelevant
#Novell wärmt alten Rechtsstreit mit #Microsoft auf | ITespresso.de http://t.co/JBUyD6ou,irrelevant
Using @Apple's mobile @AirPort Utility http://t.co/TiDpaHYC,neutral
@SonoSerious @EUSmkh Notice how first rib covers pleura in the target area.  Makes it a bit safer.  Obtained by rot… https://t.co/0d7zLGjNVX,positive
"@azrael: RT @DavideGori: And again #MobileMe is down. Issues when syncing, accessing mail... is this a good premise for #iCloud? @Apple, ...",negative
AsiaClassifiedToday Thailand - Market factors to watch - Oct 19 - Reuters: Thailand - Market ... http://t.co/nNsDZgWI #asia #google #biz,irrelevant
Android 4.0 endast för enheter med 720p-skärm? http://t.co/BqpiYl6W #android #google #ics,irrelevant
#Google Android Ice Cream Sandwich OS http://t.co/VhntGols #technology #androidicecream #nexusprime #sandwichos,neutral
@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made,negative
"Android Beam, panorama, Gmail offline, lockscreen, contacts, facial recognition unlock... #IceCreamSandwich #NexusPrime #Google",neutral
Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc,neutral
En el Curso BMT en #microsoft #mexico ... Para trabajar el modelo de negocios de @Axentit en la Nube,irrelevant
Welcome Ice Cream Sandwich! #android #google #icecreamsandwich http://t.co/IFlB5EhJ,neutral
@apple Iphone's & Ipad's beautiful technology but alltogether mainly a marketing platform. It's obscure is'nt it? Apple lost it's touch.,neutral
"RT @NWPinPDX: Rudy Giuliani is making an ass of himself on @MSNBC right now. Won’t answer questions, can’t quite keep both eyes open at onc…",negative
#Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/MdQhb6x3,negative
RT @evolvedtarot: My therapist always warns me that with every level of growth comes a piece of my past to release. That includes anything…,negative
Probably the best #IceCreamSandwich (yet)! #Samsung and #Google's event live blog by @engadget! Why haven't I switched to #Android again?,positive
RT @AndroidTopNews: Nexus Prime rumored to be released on Nov. 3 http://t.co/77HbvLjI #News #google #Ice_Cream_Sandwich #ics #Nexus_Prime,neutral
@Blackberry -vs- @Apple iPhone?,neutral
"i just realized... if i have a ridiculously long name in #twitter, no one could reply to me. *hmm* the possibilities.",neutral
RT @MichaelKroker: Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft --&gt; http://t.co/29vCUgQz,irrelevant
"#Android #Google Samsung Galaxy Nexus launching in US, Europe and Asia this November http://t.co/NLdTU5oY #DhilipSiva",neutral
RT @bytegadget: Video oficial del #GalaxyNexus y especificaciones – El nuevo #smartphone insignia de #Google y… http://t.co/Rvn0oFWy,irrelevant
Do real thugs have #twitter? #confusedbymytimeline,neutral
Usagi Yojimbo RPG Core Rules pdf ebook:  http://t.co/UVYJxGsV #google,irrelevant
RT @GWGoddess: We could have told you this two years ago! http://t.co/6BZ6W7cf @Novell #GroupWise #Google,neutral
Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE,neutral
Thank you @logoninjas for following us on #twitter - awesome name btw!,neutral
"Windows Phone News: Nokia, Sony und kommende Updates - Windows-News: http://t.co/BlU7a24D #wp7 #nokia #microsoft",irrelevant
#Android #Google Three UK to carry Samsung Galaxy Nexus http://t.co/Lt4m2HH4 #DhilipSiva,neutral
@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry,positive
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/8MaDmqPc #PampersHelloApps",neutral
Uiiii Yo Quisiera Ser Tuu #GOOGLE,irrelevant
"Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox",neutral
In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S,neutral
#VisualStudio 11 Developer Preview Training Kit released: start learning - http://t.co/d6meZBZv #Microsoft,neutral
OmniTouch from #Microsoft makes every surface a #Touchscreen | #gadgets http://t.co/sSUrPnve,neutral
"RT @chucklesbts: ""lajimolala"" ""rrrrrap monster"" ""rock bison"" ""happy birthday bro"" bts literally have like 5 inside jokes but they never let…",positive
"Is #Nokia chief executive a #Microsoft mole? http://t.co/jkOTcrMb
Stephen Elop accused of destroying Nokia so Microsoft can buy it cheap.",negative
AsiaClassifiedToday Indian shares to start higher; Hero MotoCorp eyed - Reuters: Indian share... http://t.co/Zo0Fm1Ya #asia #google #biz,irrelevant
"RT @singaporemacro: Since my photos have been going around on the internet again with a whole bunch of falsehoods, thought I'd share the or…",negative
#twitter and #Facebook gone get sumbody beat up mane everybody b so reckless,neutral
Tips to make #Google always #crawl your #website http://t.co/SVYSckH7,neutral
"""Yeh behatreen samay hay parivar honeka"" says the #microsoft #ad in hindi. Preaching family values to indians? Get a local ad agency guys",negative
#Android + #Google have all of the tools to reshape the market. I should probably take a break from all this #ICS talk. http://t.co/D6T2XYAD,neutral
@apple Siri is amazing,positive
Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google,positive
"@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app.",positive
Get #Microsoft #http://t.co/TMUrucvW certified now!! http://t.co/3Qr7XoCy,neutral
"Armed and stupid is no way to go through life

""We look at masks as an existential threat to freedom in America,"" B… https://t.co/pKLaCY2REZ",positive
